,level_0,energy_consumption_per_annum
442020,1313998,250.6549839865264
567560,225716,291.7517494029955
727570,401269,190.5901642760966
223148,614313,364.8110212677713
383252,988804,278.2907326839708
615087,907120,328.0983731030283
794340,1007005,263.974759758922
256175,267405,326.5163791416006
847202,1306840,350.4526058933436
436797,1385717,233.70634848393723
78430,30289,247.6274532099149
416442,82140,223.8424374767544
583420,1035141,199.87503660902723
289587,1033588,782.006987399385
403427,711900,190.68746207376907
391480,109432,100.84168511443885
880464,529599,257.3676948567828
989095,1428685,268.59756906715535
708142,949905,85.65645736597651
238654,20169,442.92650632503376
220303,513244,367.8190055810799
768291,936737,213.1349114500973
162010,1492172,338.37213150537855
658215,972869,243.5658281077453
646805,1492345,307.92687037599444
311860,351229,259.83256167782804
455320,905606,640.6916337803536
488018,574965,278.80159935890947
722170,975442,124.08825368440132
199611,122975,385.7879563144859
140523,1122604,195.62312641785468
181204,759325,345.25578533141834
231273,779548,278.0967660836468
603787,173974,457.0210556057896
627689,237562,249.98343958912395
997965,1299775,167.42490635573805
857385,911343,200.1311898044315
642636,87949,417.5454330145933
579772,1025842,539.3883059324419
599455,169267,86.87867926906938
955955,197312,119.29888679476984
594790,783604,202.13153102709632
749025,1488887,86.3783048823403
428350,202548,290.6354608053997
15789,499619,214.45305798824813
261433,76415,350.5687712162912
723716,604422,93.61680593076784
911671,586279,186.06268358932203
697092,789720,321.1622842365665
883328,1449218,281.652809667763
446700,1456737,108.10382401746466
989220,839535,315.5468623188499
876916,1497412,158.3339313011146
492958,876055,177.63065092029603
549575,185790,185.86103692242608
233538,1374774,295.59491297228897
861713,523943,263.9963727689021
132920,44890,300.2453871306921
241439,1377253,407.3564350272091
741705,712870,145.75926540231654
383775,596616,321.86274105526195
593351,847211,286.5973932389127
919424,767552,277.8094711403577
796325,942778,325.0463990123736
642340,1229648,189.4664085531956
479565,458979,280.5789765643966
748290,185604,345.97876897464863
852517,248050,213.13767881924667
950471,692334,253.06577583682363
790473,1082291,149.7073593865668
384599,1314643,257.7561341940416
836900,562464,218.14207497918937
933485,454180,210.2862270019515
946311,969526,602.0442959851272
604408,320541,244.68264466987864
429249,45046,286.1468825742368
865889,1355039,323.4555959743453
672182,695759,184.20433465501733
222276,572567,326.0407673548461
127184,437811,133.11653902568875
925913,331852,215.03016719861287
915767,1400202,352.0060467673519
683443,71649,327.3787323151714
854586,1422091,284.44167191816945
105222,799703,231.01077049084705
737449,966194,441.1502055930293
534167,780932,163.03275092259324
786115,1174677,178.7806962860732
344454,1035992,163.62408171273006
922503,963437,216.4958392627581
215734,1143768,169.0383345347239
246612,203453,168.49126093220008
422945,177997,258.3733837827899
978483,249595,297.3633710492601
342086,153114,239.2276649734764
556844,525698,250.9293045853484
537582,833954,395.45383691506765
28205,228015,300.3931834369194
16920,775172,235.40510015129905
337444,1411234,298.5371881542544
981617,1236170,328.4888151077335
10761,334430,305.9400985325935
959309,1395302,393.7997029817573
891473,1456019,98.0556933402971
12797,1046079,217.65572353107305
378474,616514,168.8005844220633
805002,245539,272.4344432387222
947452,1339330,232.82549500855347
589763,1128589,82.1363691771345
306104,427544,216.2495994592464
112705,1307731,361.8717610548749
976718,674473,205.5257756292197
13265,666025,155.10866322397845
524919,536477,172.92437287866528
539446,416187,130.97965214377854
654943,579772,228.1974944074532
910243,530240,275.0453101794464
821926,261400,258.9995445121658
7040,1376667,358.49130702857383
653042,529449,122.83759990856792
924252,1063360,162.22898501406598
319568,624793,172.67099106704924
429874,562180,219.4155368981189
194014,524683,224.0607536355768
895465,298448,128.6937721106495
967403,95025,220.3930102039544
181914,942531,170.73131030413427
426573,359354,215.79817611205544
433354,1314402,129.3141108912073
66645,304012,318.8341730265025
909827,178387,199.3645495429616
335711,1418503,134.87708119983537
1000771,305759,238.74237734766925
250927,1342554,137.32017403746033
963850,1060751,203.2542806771858
834442,646596,216.05868122886352
347020,285693,119.149990529072
641188,543080,140.3001888684135
248639,1074962,264.6403249032552
345347,1371610,272.08505607577126
934986,1208705,164.4382335839572
778074,270521,272.7027660417978
969025,698023,227.9928559180845
69138,526941,202.02902662924612
459944,558158,105.73115588640296
891075,1498984,201.7356495272321
266577,452917,269.1595897862028
924820,579026,167.05819203962753
551344,878142,80.27106947181298
362161,1445637,103.8171842494306
532877,515053,352.5893743849592
46769,894751,301.1897573767036
761369,290397,86.555774725025
555090,592446,199.00989564530445
652306,473370,282.6396564946942
304955,49018,72.72403918537654
369337,1321704,413.119886721133
106174,137179,160.2506063917086
485301,927469,221.51944285876672
702370,725050,149.3536298314973
876975,558472,290.58201483730124
711922,931848,190.83211001405851
677951,599388,274.914035239622
83345,194520,556.229062512624
282337,1350482,87.23026920687428
262981,792320,171.89088788852007
709161,1075806,270.07941702130466
908291,993243,111.73586591611549
944792,540590,309.67087345307283
361670,1235836,232.4714932721096
204509,213012,248.3712965933572
686075,1258776,416.5667699108724
396683,847599,256.3283439485162
71529,473389,299.00964793268435
1000825,1174873,297.46232832208995
394078,212227,331.8508275310484
323123,727647,222.93814171246208
255466,423187,274.4154980420004
275969,903917,278.1473960799689
85558,829358,482.60049063900544
512005,692201,308.5746146937956
994609,909281,168.15135123130528
622648,1075726,221.48216456620253
855095,736399,371.7271853009348
903174,1062204,232.7643983801788
385578,641304,199.8087496663933
566659,441869,448.05312897880026
331454,1188975,414.9380516946306
118673,870523,99.68807032629462
241962,661708,410.39443228356345
951476,173855,115.32349090989862
348669,1303659,318.5175318743728
911378,152200,206.4802934992623
199108,1095877,310.75466668799834
770099,804068,321.3494912198977
1008337,355525,220.1142121676421
907186,46011,357.04663438881977
933599,1103088,193.69758341087635
408752,726519,263.7653960307528
716434,667847,346.5598386695869
662591,1347854,257.31342408037693
193768,59557,194.89920616645216
961358,283391,128.1547995872292
792163,624609,248.3585317965272
201846,1153218,209.89931282560104
622730,1131031,104.86838930633964
909333,128395,233.23725835349765
665065,372460,318.66175623536947
766532,921010,370.7988030632616
283126,1019131,171.34325496313087
85006,409226,339.2493980050244
277523,1280159,267.68745212355265
831845,322042,221.8721871285537
956238,29149,115.93846690239631
1004782,1205652,372.4954821891104
945384,734198,454.3470390378036
781007,102229,363.9063925881452
829664,251145,328.2771760129471
496484,251286,438.3751674744077
389643,698169,209.64716895819777
916169,1488710,454.75623898995264
548377,1125848,219.20822117570924
1001716,566135,164.83331658974888
62912,20166,444.3823408370659
693744,545156,246.7660558944084
955298,388334,250.7320619134188
743037,306451,192.8104356103717
474641,449740,230.70493703270645
715725,321519,209.04732598892443
259391,1030944,176.11348517281436
856617,910912,90.85210378063726
469506,830465,446.2189660026724
810531,828094,114.08076047933332
476649,618709,117.03437286537924
453253,1451214,251.69589221796008
412749,1003010,248.9154316632001
196902,1209138,82.7487013628928
110764,816002,330.8961978551686
917329,121066,239.5156065407671
272032,549253,192.44845339733436
871335,1186612,116.50368028473729
134651,684766,227.8080799992712
748229,522002,161.2963430720542
490313,2055,166.81844785990015
1010478,151218,119.7854160004717
358349,1282135,436.3701897040054
447260,1218897,92.44904072154804
6603,973590,145.00813188722023
121675,1362170,178.8011243951641
629963,295311,369.58004557079374
645196,89296,237.64458020453316
938073,1125003,134.327814803215
287097,623456,232.8942703340049
752506,1045771,213.40234809379515
733245,497493,265.8510856463058
35335,1376924,331.21232649430294
445443,1390801,226.0630406902216
391573,43229,293.58666585814376
290802,886492,94.02130063020168
521900,732229,262.4532945564427
1516,1274903,66.90542604110851
649911,15807,186.23847432163808
571228,67471,180.57500019224292
591516,350776,173.58453709000548
726627,256006,138.89764851018953
592840,302988,439.22986700314937
358907,1049796,343.9204159797392
473566,1090833,338.1037073573508
189569,838544,224.84007128284745
413398,284201,301.1430453294934
137937,724703,188.4334674775982
468867,1129552,138.6328347148771
84054,920448,299.1432234123548
682628,1340016,260.2664350501849
651414,582192,315.7193541321537
516839,13428,173.58001225962812
915633,704727,222.6931534661766
242465,1430750,303.1090308910874
581235,259283,209.8326644523243
586443,929828,200.23837681399084
221110,1023902,447.50787229341694
109074,1045589,687.608413289667
375964,1499669,136.17078867420844
907188,1078488,79.50975768368087
572031,599604,290.51752015582326
863924,1025620,229.8548101904534
787716,851691,157.9729858164268
457007,934160,296.84610915543726
552233,193297,267.6455011735783
797820,212703,174.58925353393667
743402,1236779,173.86965713970898
187891,15736,56.08801379313826
121218,296274,113.91722734074013
362218,1493256,246.0991743551651
65596,1084366,304.0179080726596
74340,31102,323.2009614312226
470657,765684,303.95463250560204
518271,120622,159.79209960951408
760056,48140,239.46802471113872
777423,1290529,280.4677396429547
314748,1356156,166.5251960833927
476382,160030,290.7674361568784
212518,421994,234.92270809351152
170780,1040729,74.33221849446383
963540,476127,332.0555768528879
186775,613018,314.3657825235114
821116,1409306,171.26464318434347
140232,41401,133.09277520647402
975463,1266016,113.16739329867104
623820,189798,285.8365783180044
237326,205834,351.5049027394925
928588,604369,98.97093628740932
677037,1069193,199.77025917672267
102783,486873,181.9713821334228
561743,696707,212.8879991186045
293417,1057043,193.73384828870044
781353,825811,301.2926160826612
813046,1227766,78.99557693814623
215030,763000,151.5239369286763
841222,1009406,292.6253899122662
425620,676335,228.68794928598717
317640,476061,177.3904323692666
888140,1128787,112.52418749882848
190920,1307972,248.01473110017827
65051,1177359,147.235095447804
968649,617898,279.9044582761841
40058,111568,140.05579786111667
601715,543699,207.1625424111718
852681,80118,276.1887049193669
1003024,1353587,112.16251330966205
398885,1437907,219.3319826527813
370936,136482,186.32611384891385
819665,1333700,106.69753190275247
81316,811523,152.10035470273482
252434,955564,153.9149671719733
463013,1269344,400.4574327292528
824138,364627,175.504506541164
206416,823961,237.65289849998155
155713,406436,367.9527774692617
742508,942106,349.868771895606
852464,1424228,316.3373322467321
721115,250866,206.0466274573725
798848,535089,244.51871401951496
292895,1171237,114.40674315671151
668557,298827,272.19097110128445
959988,844751,193.844489987854
882623,754703,281.1201502364614
56615,1464247,216.71100412636704
466453,1301138,233.90576243289905
944428,1240215,430.4055165203876
361754,1059247,206.06460653575263
780829,509106,192.4660498757936
802284,19362,125.33520754908012
539822,1039431,165.98358910759194
540443,36874,307.84302551119424
19706,546,132.19357701769223
814721,395420,164.4075906377985
743804,1461607,103.99348949354382
752053,813750,203.36407998810472
442454,850474,219.4069176546752
547677,1399196,323.62505915314483
619149,1456280,152.2965531266875
614225,676320,227.74423498491657
358424,517442,379.7231264528138
460311,1132896,304.3846561225042
507283,543505,210.01372892811295
188168,1066824,263.30029372098943
876581,772845,327.488206996575
370673,1494861,121.03884484429108
499922,135,130.3448578179473
75047,745911,380.4935536554153
565192,1471358,136.45476495898467
962661,30678,239.99262149282967
528677,1144593,354.6872158261698
28171,1281618,208.98836837459532
252941,632163,178.4349637263461
622127,550549,286.3031827039654
495192,397011,224.49745911844028
41699,366611,208.3651620006155
134026,1006059,177.34583674520323
582146,922167,231.6887346444637
98460,316658,345.2779895421023
371704,467256,148.0372996085187
296616,1294282,200.2301913826067
325179,629083,331.0632996946349
842553,1381705,72.0520623941438
837954,161106,282.38501503652793
177630,856289,236.9178333209537
707346,752556,337.7945164317404
476514,1002558,161.83660879536848
694207,961082,268.8616320792707
303305,808921,309.0449340547423
599143,179707,257.85942377154686
597125,974361,214.05424247404247
241644,654181,280.2355720021296
181368,683900,379.50379027966574
21568,694433,264.3743181730202
28818,813474,375.9772723268296
679280,173322,325.84463704798486
861266,944117,305.1899393479167
27755,563559,141.1716075601584
367581,243935,257.6710354379654
796766,1255467,217.9040353364387
34893,283685,353.78252551083943
627564,176421,258.35365079553435
92965,1377070,309.1002206763159
80288,462651,201.59315909621984
855934,303637,345.4688478022
295712,1092340,219.2392035853426
216569,1182599,223.57935520884587
794226,256733,252.12648407506973
831448,517285,385.6551106495544
516581,1470594,225.98971624339453
566760,634871,316.6773815576153
90197,580835,191.14524543268664
801198,538532,169.1499797170136
127321,890889,194.4680614599436
645734,785844,318.8694761053124
853119,980396,192.0442330521094
997130,1081416,470.0806669901565
539202,835051,364.4129142810922
68602,546337,312.7962892001321
82568,934020,330.04380191866994
880009,208075,292.38153772054346
838294,1233952,210.03862767797372
797339,884802,127.98430316082558
961388,141904,170.82651573946424
105001,317108,280.10635430593027
469943,1101635,100.23388974182524
357508,1367364,136.96539897644388
206789,1481444,178.9464090215252
440554,737521,540.2362649042074
458298,65209,95.70377336270384
98332,421197,440.6635908705017
265151,9149,166.6208299474364
97482,1423591,341.2347624162581
107058,1187323,257.37149864099683
879985,790941,135.35744189497757
12275,1390846,237.0224811942682
857010,864807,291.8950616963879
315151,165509,210.30452946455588
976337,66027,108.36126553916569
596677,774738,207.0787553529786
803939,762978,142.97362914276823
616390,1113640,158.08193517294234
325026,304139,155.0107473577498
809888,1481750,875.5975006765332
175044,133127,233.63583548759405
509050,1097133,71.81402957532876
468228,663756,104.72162839543276
129103,1456377,322.4439674278308
271900,648435,248.26408191732972
879015,316589,360.7117924814961
207714,1264050,316.55051244104544
534577,1029381,167.2137946177598
425964,1175583,133.4151039026536
5664,1483652,173.34694264674164
981128,1449580,192.2002050564675
94312,1170723,130.7392648611662
141945,1116471,278.7412000846368
508373,1146063,244.72294367516665
863506,1104458,188.29181120171904
59112,1278479,152.93297806400324
971776,284428,255.54416798315316
898691,905767,247.38862938361945
468379,215709,111.55282647247692
894707,280906,107.54924548582484
934210,851719,148.45073291460017
673799,165620,169.65364130088395
443313,113925,215.80152580142868
984826,613023,286.1538040418777
910068,157096,224.4701861589241
810943,1176824,207.711741251199
418998,700040,297.0744994378184
446196,1150108,560.087394995273
654616,1304767,209.69579701838845
803802,885061,144.71890819550526
378494,1273008,250.36396497958515
351616,904421,247.39461265646727
436337,834795,247.25798999592527
946331,1169869,255.70758242937276
1000514,1167258,192.29736020250107
857471,562967,296.3851541293534
755685,641830,214.2823910248191
845655,1405077,255.2694791381464
370741,1372658,283.55596027683475
903193,1485292,253.4044641470897
577850,553804,152.08310081247205
713407,160773,313.2127087666198
899435,149281,156.18814136940935
136677,442146,555.1990228790714
726543,642048,282.114731441799
753237,170877,213.13502210710067
71981,806250,341.4458746279465
164464,238391,328.02173231815567
702434,76690,138.18173242109447
874316,71037,142.65369490190938
493350,1227909,196.4897843319852
944224,134695,286.128948826965
496670,643123,230.970023780536
414898,87087,430.2508120307929
692449,664548,205.59607503216284
367004,1327288,183.3731507826884
188276,162237,235.6750914169133
44236,314342,393.08685980311225
855410,980137,218.76458488810232
180868,287073,232.39037187819577
293132,992165,152.65006891463477
693031,779361,259.7831274118491
741231,1242949,348.1785920273091
386563,75595,229.57686731895612
93561,312728,480.02321070598987
716856,30349,156.51085213103073
689371,589256,124.19091112876062
9089,1151876,375.49942405250806
212058,157944,271.5404089526207
166427,900799,144.87843560290307
322258,688925,135.22151540139131
111478,181366,142.6743385021133
636174,908854,323.9221411961839
320944,169905,326.1937634583714
864580,1343066,179.0375112318274
538377,312553,192.9507968601848
619246,12818,280.6126335767745
211581,463788,192.34971065160173
624658,601880,261.063945505408
433286,1032793,301.9555727517118
587463,532580,213.9411113990951
963622,1003247,851.4007716940736
215986,286332,311.24999342692684
814460,1144648,210.7949781001973
1007677,269663,118.12316003912404
754334,1090929,241.30788408764664
698383,1078436,289.3516863142312
723295,38996,200.07638939021896
307922,1503480,326.034997150128
1007072,164267,159.6695784953534
688394,424951,181.9968081376968
912521,890182,99.4473449527315
420506,167267,175.0840010060522
968617,112648,311.0121101513623
758929,1230467,277.5562551647104
144624,141469,149.68859993333163
499239,1204007,204.2990687355237
687050,125019,438.3277227962704
101785,105499,136.48928768514074
120596,1310715,310.71603854604245
358024,1375597,277.93656244371607
786151,371283,203.6700892557645
506249,4561,121.62875091227814
609211,303469,286.59629512285886
36692,57161,77.44163502708673
374509,1193571,136.40541686233752
974299,993854,193.3479975134676
442322,156713,120.06984554448762
474044,1218874,144.00107913061635
490406,1301279,135.28982321567514
199193,305049,417.9163753286061
305122,915177,406.846369227892
764871,1162037,92.07490852235202
289285,1396473,191.41596735978104
791433,570789,274.6820233681252
480532,961508,562.7261263132596
331472,450510,201.0199531290449
351698,1222634,165.30747002983597
730303,7475,222.6892354813004
718899,720038,140.90051222474608
419959,163102,291.6875327004372
125615,629600,202.93576108593103
417180,1456523,445.6276378603027
788774,700400,331.39637682593906
834443,1392791,185.6968211297236
629581,971064,390.88179125037766
595013,452331,223.85539353486743
835771,818734,306.92617402744725
249828,1465428,147.16011096293903
728233,1460971,390.6093540679933
93548,753639,239.7994066377588
786603,494160,163.72541428281488
619687,884469,362.89421391674864
673765,249681,296.46511648947893
553870,528601,299.4823998013592
85187,682443,381.4361331039344
391481,453022,192.28114071052212
876808,1048410,349.6913736698287
333997,509167,431.94614991344775
156924,826851,344.2998231238538
673851,1122426,156.68010299550457
493993,68846,197.785115757913
515201,31230,435.7123844510109
426971,168239,476.79683460140825
217250,901234,101.28756440875652
857691,229786,594.8312323151797
4792,74274,562.1504791313167
456757,899277,143.9390606593786
821706,1341348,202.5354103810224
56409,852403,237.22518829228372
73108,194513,227.3238391859745
281044,1355912,111.76910960105076
640455,906582,182.60404837433103
170825,376361,321.0129603828363
974911,1037785,185.48825664116373
736563,52559,149.44982087539228
614843,815382,481.93883342974175
84677,17210,309.8680178138879
579470,1098274,313.4032138450116
901959,897974,100.17507460357216
924086,1427459,303.70763849108687
195957,762644,171.1378763351156
257459,1114532,274.5902760115412
737067,542052,399.0098387924713
662827,1496948,193.256908597394
642790,1386915,197.6698635768642
267424,1070216,123.6035123021638
859552,374585,323.9402915749332
472809,509059,131.2289627240656
60769,633045,267.1975082408654
737813,31918,231.819429690418
364024,776762,282.1503470466993
190863,1121203,179.59552228507874
724193,844058,153.23609778700796
376577,1382672,183.1399421058044
41687,384206,227.300149666404
383852,890495,296.6666049285315
490809,661242,223.98003288751383
739227,458212,192.83909877117617
214917,253434,301.835893761006
792258,1303121,119.00859847654336
43342,867950,163.13621555037872
716679,1124671,201.6771591622374
793698,664711,71.18726239834581
899086,1209310,247.68805585040772
50071,380831,161.9283309738062
938889,349625,281.92989604692315
199964,127041,453.9450854879862
569470,1499503,150.8873434715041
423138,381580,84.98722289097626
376483,212031,24.78528233775475
636974,1348613,165.56071732618997
5171,1026664,443.8704686403806
921491,587962,146.87005836944576
468715,124061,219.3551008005542
283185,413985,284.864845904735
430335,1015764,153.24199527585512
855323,1468008,188.503587717074
572309,92957,292.4484865896696
627006,519461,194.28235052300835
541056,39647,244.40195162147904
744490,366437,525.3209083408033
743062,87989,146.5165524010823
478724,1476629,436.1055371335272
780765,1107514,157.2609031504553
218861,10614,152.88880997553326
136873,693748,303.7131253931785
768689,308977,104.47894918603588
883485,945587,277.8811434963361
971088,704974,443.30554079572505
676076,1325626,231.2618142916829
264964,842598,166.52856852430443
354264,26822,104.86698088280689
705698,1330998,189.7229629317349
496613,320639,101.17775152442384
428196,295735,275.8419059187596
199209,763338,443.6884784208003
893398,216248,311.19405420087617
584899,610053,328.1072329436984
78532,734296,90.17123654093696
68461,930063,199.662216183706
925495,1277835,353.21528908253873
104930,897983,374.5537435588466
806518,641803,160.5103700191403
267675,315524,211.4476763565305
414941,237623,301.90159932770104
392118,1331480,189.0304530695333
173570,408688,311.4859359037259
40992,902238,583.6054321081659
17594,1144916,211.8024345486175
358721,1368562,286.8099817178599
971350,1177724,228.59961023683564
791291,1470679,239.00366405308668
596281,288954,310.3247372783061
169597,543575,162.47053067826988
603980,572711,158.92866870945
79876,506680,407.184062193061
244679,43975,377.55653898661865
564157,300342,607.9235644887668
947837,630954,259.8729922586169
395482,1213750,120.61423332277604
582576,31225,442.6908685675819
427585,168979,287.2746216540755
387749,1242836,140.76315072290902
746688,330110,203.37619152504217
805486,1415516,301.5717578888749
199085,855479,228.1625084390784
835402,233606,394.3569757694264
514902,740542,266.71840817191725
486530,836534,498.220959426452
899736,341992,440.5400633717674
416918,1289527,162.68337436099011
112571,222196,199.2539707355029
656664,131788,195.82574162371893
239379,1455467,103.05874285128672
392619,1292227,177.99114744419796
105407,124612,161.61083022093186
536467,1488276,214.59307696824573
611935,677161,294.93518641703906
352189,954746,244.11363087967155
95704,1199186,236.24963864644647
848986,919279,176.40981950375308
973117,75819,254.13908812719893
533774,683992,202.11682078975903
388235,1299363,171.7375102786627
432834,1196813,307.7501425534945
408619,715084,63.21234947642907
559754,1127017,218.06495768691417
857246,455704,326.2827334671322
446988,1363061,229.98001574325912
575743,719298,146.4893197690112
86636,1268727,232.53921935360293
380323,1302582,209.4758112472288
126098,1353077,208.7842212102585
699997,1225074,105.42613756191218
281635,18695,118.78118549987644
271341,764910,91.91269343690826
252732,1380564,117.83233403666507
878307,782619,273.3860350210502
585869,1064840,276.6251213386271
325800,409862,122.3960941691623
4450,400100,221.81538487995692
811046,860482,57.82418756175673
91573,355733,136.06358246923753
2394,380902,145.1585082551233
322821,1130505,202.1744253948998
269310,1054704,202.5909997998088
191011,1005741,323.0860102461777
676693,528534,391.5309891703842
233928,852312,249.2825629698623
982177,1298764,215.303413654286
485490,286980,81.15185317873593
878594,1092068,149.78497144843558
68942,1416235,234.8167862034594
626379,457299,204.29973551475973
708668,1263643,175.40603224717083
558788,987454,174.27530080648032
701755,540069,411.3360441463583
888365,590276,121.57132148965133
473298,1131958,178.41637615059065
256582,722742,388.6025550491055
794765,734901,199.68194565125756
694116,814841,206.4744694660284
63535,596034,277.16312291764507
585011,305353,187.254904352984
783742,1476191,400.3693807580591
770267,291933,170.7374682132965
93063,989495,113.03824493918464
608708,159386,230.12294306460845
507355,1479183,155.0726992641894
856089,325964,184.3540398626085
870974,429043,385.1624885379523
440459,344576,244.69921605048063
526790,846376,300.2740601150676
178790,1475787,249.54071526630312
506524,365664,415.9619233595016
499417,397652,140.42433198910956
692641,405449,287.20286150026
740110,414454,254.58657567590825
230972,850651,322.4617916868085
200955,803197,372.7794892919363
804515,1090304,192.6620485762518
880466,160857,199.20353885594048
369867,850898,224.3407912477975
711064,223492,230.7593685024256
644221,1093425,227.46811606352932
6688,602101,218.86331420486408
25988,897726,202.76219553824305
996542,952254,236.35221846620004
207226,47456,258.126231851205
55501,863221,107.34513984698243
915013,829405,216.4241358452811
808979,1456175,97.8988808200022
963450,247441,185.00523095340768
648289,432136,387.0146685292439
678620,685237,243.09775662511217
216801,1298534,229.12874910133192
846979,828906,384.4848196346971
620628,409585,133.39877096763024
359339,136217,155.76130831139358
903700,150216,126.70204423418387
594038,171246,261.7980969152721
443527,1474946,263.74278695044507
930230,482983,115.0275163008698
324345,1193865,116.7966405599017
691590,650276,164.67665230856926
756767,1205641,200.73007068046925
329601,1465689,257.0547282326144
166688,413812,327.7683509010585
726885,955549,373.4861858067711
799159,798214,207.23298672100145
779701,889722,218.4930637404999
505569,1288150,199.84268675120452
733972,216425,99.93425359219005
742306,1064375,463.8396951727586
77161,962804,165.43523376903704
859381,377501,368.1874925805119
351004,872298,90.60964783419776
857192,891078,455.8657962810327
948330,1327197,119.57258771218422
794396,1067216,232.7652045064734
57457,447406,247.48033960733244
527763,1338437,152.46468411589586
954296,165674,166.23243444426174
276075,510855,320.29677132303624
892662,1269127,202.76363633066512
17532,61188,135.3466603379759
214422,822594,147.0217837082387
522199,72835,463.3258921279476
284419,805972,302.2379536230606
464911,1414955,146.28668311282246
207763,811684,167.67826891928894
629995,934958,323.6331334829275
811722,1385596,288.9780215735456
43269,1495043,181.651254730358
143368,1329812,156.14076679926535
941377,667153,326.7026097895151
44528,348683,122.2010731773654
630661,1243326,311.98318755614486
415244,163171,255.57285738940547
293897,485517,138.5646942329878
316208,638235,464.12210429673496
733498,408815,233.05071146572485
107854,1353201,425.7025101363633
76024,1078394,321.99362375997305
512978,1165177,132.6557526836543
517441,1081513,123.35630304406376
453329,504421,329.61594111218926
889780,511684,304.04307844781835
142205,882406,180.2582083350756
365302,1295332,192.75345507825017
148946,1173439,149.12768348124956
48922,831429,135.90131165139297
229833,702495,591.2297374893866
824962,1360225,245.6704079116938
903444,1421077,172.06539235758132
225642,1501780,264.6278627199631
196575,1322818,283.09922767481635
653024,1241479,355.2555589626584
172220,952607,281.9076333671852
418147,53184,144.7540798782769
227555,404816,202.41863950845493
330601,447247,187.66380683808725
464275,1064974,208.69891179266045
129156,746883,161.75374670006426
198412,1376328,274.7668676667103
969620,242006,201.95255630224165
462272,1021224,160.09697409137237
113399,508650,189.29052093611853
54370,756406,460.999707462921
617501,508004,326.23675510457207
857757,1289027,358.2142448485644
655979,912134,472.9891309635873
635410,1493894,431.8290909939514
898707,202581,454.034984954608
278540,408354,425.4246165959694
881315,386681,213.5102327165144
109116,633608,187.05077896811244
396950,292225,73.68525521535622
262956,162124,61.71444967654216
981159,984208,563.7449694529261
735774,1156457,208.9117918510291
927534,935177,451.1761762165714
776217,1063107,211.15312897254452
337288,1179343,198.5776365579136
652284,235833,151.0387690899202
957275,1036931,218.44777400570868
427997,741353,490.159905535274
648047,858117,191.8944892280378
518711,1412511,452.2369550579072
323206,88851,246.81193310486125
177977,655033,198.280051452058
445886,1343208,194.0776770179809
492135,850804,87.2441168569392
456493,987950,367.3161962580417
192745,732588,147.8151685495494
38771,1441142,191.44182662090932
270729,409156,213.8437256592208
603865,827810,169.47148170656646
913203,458061,125.07050772000942
172374,842825,196.65156728669467
333937,289811,174.06122186256323
544307,108307,305.8808437462369
781538,147712,125.04543825404424
901995,961665,70.28276449062008
917228,1123521,347.09104988879875
186960,1137180,154.24898673897758
224361,620709,219.12639833438936
212815,257328,411.711330937653
984013,1490733,191.8733875946494
688828,1130330,221.6669857536252
658978,481423,310.9837897113241
823688,623139,91.92883832661536
833109,1195652,195.756474931189
741372,898268,319.96273948635627
355070,55580,189.0185638275697
1002428,815740,201.73226188285335
876679,647286,210.40046585219767
678976,77597,183.74385600850832
153957,456217,145.10509171355784
315115,51383,78.36738872588674
207799,1353689,150.5614746287555
605027,934720,229.22004473847483
62118,1461022,481.6108266170209
18473,540619,155.53647376594105
985943,70281,307.9270147544653
954181,849208,205.80420742084837
473094,441681,298.33232805468776
304065,634549,183.51558924897023
635357,155474,161.01077177815952
924341,699408,168.45402682098555
969288,1393964,367.2280494556612
410513,413122,239.9236874092842
169119,1293772,116.96239245199368
344276,495602,130.840753768394
105819,1319355,81.03398469835139
499835,977341,138.86909570409017
596868,1046487,443.5245846856664
256273,1331141,143.41730823222167
692943,542138,37.025385252417664
750673,896608,123.01298906876092
587260,957454,447.19374980329553
87552,977968,264.88565284185927
281408,1056014,246.34708771100225
969038,357414,146.01211561671488
843536,643378,305.54884371053225
269015,1022167,205.51158647187657
533037,134817,146.49131352994854
581746,1441748,92.97817301694832
549883,1306214,113.40049001319034
207184,171770,266.6421456743672
884066,904529,151.7919176147929
808259,113970,293.90032939685983
182012,719872,227.06200311394343
579467,596285,120.76449520525306
805552,341261,217.89026562648797
418743,85038,279.17617990450174
363121,647226,39.2699517097185
618944,1049390,128.91302954486864
535901,1291595,251.7801929736484
920246,124395,583.1938731330308
986299,1237816,314.3321261850288
408577,1489856,317.52106509856173
926528,1327224,278.3225313960171
982542,748657,141.76034017836204
46178,118344,211.1039422985692
382904,708747,156.003378420268
763748,754036,145.47772870294847
687002,1103391,191.5165783324586
349928,818842,445.6067812748325
250882,1490896,259.3649078725137
881875,248351,116.20669100942092
797810,837599,248.8537715620083
875615,466577,308.658688201309
218169,966510,241.60610160157168
378200,966998,147.0354386182522
380223,1159180,175.63626333387973
857552,965720,325.7485646574808
121835,738140,207.483527242164
751064,417033,324.0368982056488
156076,1312630,197.6387665320616
209097,557899,275.84501800772426
140613,275908,108.68791332799084
5298,827783,232.08347778159475
479120,1099085,181.75501702886748
936539,502361,439.80668902268286
610984,1396912,160.3012073573483
418855,1057836,130.98032938831318
619601,564595,45.175975112391285
139153,227892,229.76336384235583
666288,149111,190.1108871811213
